id;nombre;tipo;stock;precio;requiere_receta
16335;Hierro 885 mg Jarabe Tubo 15 g;Antihistaminico;190;64.88;NO
16336;Clindamicina 355 mg Tableta Tubo 15 g;Antibiotico;248;93.62;SI
16337;Paracetamol 200 mg Inyectable Frasco 120 mL;Antiinflamatorio;99;35.99;SI
16338;Clindamicina 98 mg Aerosol Frasco 100 mL;Analgesico;145;32.41;NO
16339;Fluconazol 204 mg Suspensión Blíster x20;Antimicotico;238;85.15;NO
16340;Omeprazol 308 mg Loción Frasco 100 mL;Antibiotico;62;36.19;SI
16341;Amoxicilina 8 mg/mL Suspensión Tubo 30 g;Antiacido;200;76.96;SI
16342;Zinc 3 mg/mL Suspensión Blíster x10;Analgesico;62;84.98;NO
16343;Acetilcisteína 135 mg Suspensión Tubo 30 g;Antigripal;213;95.54;NO
16344;Omeprazol 212 mg Cápsula Tubo 30 g;Broncodilatador;144;87.57;SI
16345;Diclofenaco 16 mg/mL Suspensión Blíster x30;Vitaminas;76;52.82;NO
16346;Clotrimazol 13 mg/mL Aerosol Frasco 60 mL;Antibiotico;218;74.31;SI
16347;Clindamicina 533 mg Ungüento Tubo 60 g;Antihistaminico;0;51.44;SI
16348;Clindamicina 927 mg Cápsula Tubo 60 g;Analgesico;108;58.78;NO
16349;Amlodipino 19 mg/mL Tableta Frasco 60 mL;Antimicotico;74;10.75;SI
16350;Zinc 650 mg Jarabe Frasco 120 mL;Broncodilatador;11;80.34;NO
16351;Atorvastatina 789 mg Ungüento Frasco 60 mL;Analgesico;189;37.35;SI
16352;Atorvastatina 967 mg Gel Blíster x30;Antimicotico;7;6.64;NO
16353;Losartán 545 mg Gel Tubo 30 g;Antimicotico;153;46.84;SI
16354;Cefalexina 187 mg Ungüento Frasco 100 mL;Vitaminas;162;6.97;NO
16355;Ranitidina 450 mg Aerosol Blíster x30;Antiacido;202;78.42;NO
16356;Dexametasona 509 mg Cápsula Frasco 120 mL;Broncodilatador;164;13.04;NO
16357;Diclofenaco 18 mg Jarabe Blíster x10;Antihistaminico;52;15.77;SI
16358;Ibuprofeno 2 mg/mL Tableta Tubo 60 g;Broncodilatador;29;76.56;NO
16359;Cefalexina 565 mg Ungüento Blíster x20;Antihistaminico;61;46.51;NO
16360;Amlodipino 70 mg Solución Tubo 15 g;Broncodilatador;141;33.45;SI
16361;Diclofenaco 19 mg/mL Gel Tubo 30 g;Vitaminas;34;37.01;SI
16362;Azitromicina 234 mg Tableta Blíster x30;Broncodilatador;154;40.64;NO
16363;Complejo B 802 mg Gel Blíster x30;Antiinflamatorio;10;22.15;NO
16364;Omeprazol 154 mg Gel Blíster x10;Dermocosmetica;85;53.22;NO
16365;Ambroxol 867 mg Ungüento Tubo 30 g;Antibiotico;202;7.23;NO
16366;Hierro 656 mg Crema Blíster x10;Vitaminas;95;83.30;SI
16367;Clotrimazol 331 mg Suspensión Blíster x10;Antihistaminico;185;11.64;SI
16368;Paracetamol 785 mg Suspensión Tubo 15 g;Antihistaminico;232;31.95;SI
16369;Salbutamol 5 mg/mL Inyectable Tubo 15 g;Antiacido;170;8.35;SI
16370;Ambroxol 20 mg/mL Solución Frasco 60 mL;Antihistaminico;36;74.29;SI
16371;Loratadina 317 mg Champú Blíster x20;Vitaminas;201;34.36;SI
16372;Vitamina C 420 mg Jarabe Tubo 60 g;Dermocosmetica;121;91.57;SI
16373;Zinc 438 mg Tableta Tubo 30 g;Antiinflamatorio;33;65.10;SI
16374;Ibuprofeno 481 mg Cápsula Tubo 15 g;Vitaminas;13;46.00;NO
16375;Ranitidina 211 mg Jarabe Tubo 15 g;Vitaminas;2;46.62;SI
16376;Atorvastatina 16 mg/mL Crema Tubo 15 g;Antihistaminico;57;15.72;SI
16377;Amlodipino 265 mg Gel Frasco 120 mL;Antiacido;85;23.15;SI
16378;Salbutamol 553 mg Tableta Tubo 30 g;Antigripal;199;18.74;NO
16379;Clotrimazol 9 mg/mL Jarabe Blíster x20;Analgesico;151;70.12;NO
16380;Vitamina C 806 mg Cápsula Tubo 60 g;Antiinflamatorio;61;51.32;SI
16381;Hierro 215 mg Solución Blíster x20;Antiacido;72;40.56;SI
16382;Ibuprofeno 510 mg Champú Frasco 120 mL;Broncodilatador;96;56.52;NO
16383;Ibuprofeno 3 mg/mL Loción Frasco 60 mL;Antihistaminico;207;60.90;SI
16384;Vitamina C 974 mg Loción Frasco 100 mL;Antigripal;182;79.97;NO
16385;Amlodipino 755 mg Loción Tubo 30 g;Antibiotico;176;29.10;NO
16386;Clotrimazol 569 mg Loción Blíster x30;Antiinflamatorio;122;38.36;NO
16387;Complejo B 6 mg/mL Gotas Tubo 60 g;Antimicotico;49;49.30;NO
16388;Cefalexina 31 mg Gel Tubo 15 g;Antiinflamatorio;240;76.28;SI
16389;Paracetamol 202 mg Gel Frasco 120 mL;Antiinflamatorio;182;47.45;SI
16390;Amlodipino 17 mg/mL Crema Tubo 30 g;Antiinflamatorio;7;29.49;SI
16391;Clindamicina 45 mg Solución Frasco 60 mL;Antiinflamatorio;149;98.83;NO
16392;Dexametasona 549 mg Solución Frasco 60 mL;Antibiotico;157;92.54;SI
16393;Clindamicina 865 mg Solución Tubo 15 g;Antiinflamatorio;98;36.25;SI
16394;Ketoconazol 433 mg Champú Tubo 15 g;Antiinflamatorio;190;22.79;SI
16395;Losartán 888 mg Tableta Tubo 30 g;Antibiotico;24;69.28;NO
16396;Paracetamol 332 mg Loción Blíster x10;Antigripal;225;66.09;NO
16397;Acetilcisteína 548 mg Suspensión Tubo 30 g;Analgesico;132;82.31;SI
16398;Ambroxol 9 mg/mL Gel Tubo 60 g;Antimicotico;214;96.39;NO
16399;Salbutamol 6 mg/mL Solución Blíster x20;Dermocosmetica;76;96.19;NO
16400;Hierro 307 mg Gotas Tubo 60 g;Antihistaminico;186;8.81;NO
16401;Loratadina 833 mg Aerosol Frasco 120 mL;Antibiotico;230;93.31;SI
16402;Ibuprofeno 33 mg Inyectable Frasco 100 mL;Antimicotico;134;72.61;SI
16403;Ranitidina 895 mg Aerosol Blíster x30;Antiinflamatorio;236;47.79;SI
16404;Amoxicilina 998 mg Loción Frasco 100 mL;Broncodilatador;45;29.42;NO
16405;Capsaicina 361 mg Gel Frasco 100 mL;Vitaminas;211;71.30;NO
16406;Naproxeno 793 mg Ungüento Frasco 60 mL;Dermocosmetica;140;6.52;NO
16407;Amlodipino 6 mg/mL Cápsula Frasco 100 mL;Broncodilatador;5;32.33;NO
16408;Ibuprofeno 783 mg Cápsula Frasco 100 mL;Antihistaminico;114;35.66;SI
16409;Clotrimazol 44 mg Inyectable Frasco 60 mL;Dermocosmetica;187;6.78;NO
16410;Losartán 552 mg Suspensión Frasco 100 mL;Vitaminas;162;85.68;SI
16411;Metformina 496 mg Gotas Blíster x30;Broncodilatador;211;52.50;NO
16412;Clotrimazol 836 mg Tableta Frasco 100 mL;Antihistaminico;11;7.64;NO
16413;Salbutamol 692 mg Inyectable Blíster x10;Antiinflamatorio;32;21.05;SI
16414;Omeprazol 336 mg Aerosol Blíster x20;Antihistaminico;182;37.20;NO
16415;Clindamicina 991 mg Tableta Frasco 120 mL;Antiinflamatorio;41;61.10;NO
16416;Zinc 885 mg Ungüento Tubo 15 g;Dermocosmetica;44;15.10;SI
16417;Ambroxol 15 mg/mL Tableta Frasco 60 mL;Antihistaminico;53;32.10;SI
16418;Metformina 633 mg Cápsula Tubo 30 g;Broncodilatador;229;36.36;SI
16419;Ibuprofeno 479 mg Gotas Blíster x20;Vitaminas;0;18.44;NO
16420;Hierro 489 mg Champú Frasco 60 mL;Analgesico;199;89.10;NO
16421;Loratadina 6 mg/mL Loción Frasco 60 mL;Antigripal;179;6.91;NO
16422;Amoxicilina 542 mg Gotas Blíster x20;Antihistaminico;186;74.47;NO
16423;Omeprazol 154 mg Solución Blíster x30;Antibiotico;197;45.51;SI
16424;Metformina 863 mg Jarabe Tubo 60 g;Antigripal;27;82.12;NO
16425;Azitromicina 9 mg/mL Loción Blíster x20;Dermocosmetica;190;60.73;NO
16426;Acetilcisteína 699 mg Tableta Tubo 60 g;Antihistaminico;71;78.75;SI
16427;Complejo B 18 mg/mL Ungüento Frasco 100 mL;Antimicotico;36;36.47;NO
16428;Amlodipino 139 mg Jarabe Tubo 60 g;Analgesico;188;84.98;NO
16429;Losartán 628 mg Ungüento Tubo 15 g;Vitaminas;172;43.14;SI
16430;Vitamina C 2 mg/mL Gotas Blíster x30;Analgesico;217;12.82;NO
16431;Naproxeno 573 mg Inyectable Blíster x30;Antimicotico;106;15.71;NO
16432;Capsaicina 441 mg Champú Blíster x10;Dermocosmetica;133;63.82;NO
16433;Ketoconazol 601 mg Suspensión Blíster x30;Antimicotico;11;82.53;SI
16434;Ketoconazol 380 mg Suspensión Blíster x30;Antiinflamatorio;61;48.64;NO
16435;Capsaicina 675 mg Ungüento Frasco 60 mL;Dermocosmetica;12;4.80;NO
16436;Paracetamol 8 mg/mL Loción Frasco 120 mL;Vitaminas;234;21.72;SI
16437;Hierro 681 mg Champú Frasco 120 mL;Vitaminas;122;47.04;SI
16438;Dexametasona 8 mg/mL Gel Blíster x20;Antiacido;201;32.63;NO
16439;Diclofenaco 451 mg Aerosol Frasco 120 mL;Antibiotico;199;36.79;SI
16440;Losartán 11 mg/mL Suspensión Frasco 100 mL;Analgesico;79;25.05;SI
16441;Amlodipino 986 mg Ungüento Tubo 15 g;Broncodilatador;162;70.90;NO
16442;Amlodipino 4 mg/mL Champú Tubo 15 g;Antigripal;5;48.41;SI
16443;Hidrocortisona 239 mg Jarabe Blíster x30;Analgesico;50;94.88;SI
16444;Ambroxol 780 mg Loción Frasco 60 mL;Dermocosmetica;247;47.46;SI
16445;Clotrimazol 416 mg Suspensión Tubo 15 g;Antiinflamatorio;91;3.58;NO
16446;Azitromicina 13 mg/mL Loción Tubo 15 g;Vitaminas;125;17.59;NO
16447;Diclofenaco 851 mg Solución Frasco 120 mL;Broncodilatador;38;19.48;SI
16448;Cefalexina 909 mg Tableta Frasco 120 mL;Antiacido;230;52.43;SI
16449;Complejo B 18 mg/mL Ungüento Tubo 30 g;Antiacido;84;61.68;SI
16450;Salbutamol 425 mg Suspensión Blíster x20;Vitaminas;67;82.19;SI
16451;Naproxeno 146 mg Loción Tubo 30 g;Antigripal;228;37.82;NO
16452;Naproxeno 119 mg Jarabe Blíster x10;Dermocosmetica;138;88.38;NO
16453;Acetilcisteína 328 mg Crema Frasco 60 mL;Antiinflamatorio;34;45.75;NO
16454;Naproxeno 194 mg Champú Blíster x10;Antigripal;187;82.26;NO
16455;Salbutamol 169 mg Solución Blíster x20;Vitaminas;173;26.71;SI
16456;Clindamicina 572 mg Crema Blíster x20;Dermocosmetica;189;87.79;SI
16457;Omeprazol 18 mg/mL Loción Frasco 60 mL;Dermocosmetica;208;93.10;NO
16458;Capsaicina 2 mg/mL Crema Frasco 60 mL;Antimicotico;118;74.99;NO
16459;Paracetamol 878 mg Gotas Frasco 100 mL;Dermocosmetica;132;27.52;SI
16460;Clindamicina 539 mg Jarabe Frasco 100 mL;Antiacido;66;52.52;NO
16461;Omeprazol 4 mg/mL Gel Blíster x20;Antibiotico;133;49.58;NO
16462;Omeprazol 734 mg Gel Blíster x20;Antimicotico;233;87.81;NO
16463;Azitromicina 786 mg Ungüento Tubo 30 g;Dermocosmetica;156;31.40;NO
16464;Clotrimazol 187 mg Cápsula Tubo 15 g;Dermocosmetica;213;74.99;SI
16465;Ranitidina 608 mg Crema Tubo 15 g;Antibiotico;90;19.57;SI
16466;Dexametasona 772 mg Crema Frasco 100 mL;Broncodilatador;115;40.01;NO
16467;Cefalexina 121 mg Inyectable Frasco 120 mL;Vitaminas;123;5.25;NO
16468;Omeprazol 273 mg Crema Blíster x20;Antigripal;196;20.76;NO
16469;Ranitidina 151 mg Tableta Frasco 120 mL;Broncodilatador;173;47.07;SI
16470;Naproxeno 44 mg Inyectable Tubo 60 g;Antimicotico;210;33.49;SI
16471;Fluconazol 1 mg/mL Gotas Blíster x10;Analgesico;229;87.59;SI
16472;Paracetamol 56 mg Suspensión Tubo 60 g;Antimicotico;244;58.26;SI
16473;Atorvastatina 15 mg/mL Gel Tubo 60 g;Analgesico;52;73.15;NO
16474;Zinc 1 mg/mL Crema Frasco 120 mL;Analgesico;72;86.40;SI
16475;Hierro 631 mg Loción Tubo 30 g;Dermocosmetica;66;35.63;SI
16476;Ambroxol 7 mg/mL Gel Frasco 60 mL;Vitaminas;161;62.15;NO
16477;Capsaicina 495 mg Inyectable Tubo 30 g;Antigripal;180;33.76;NO
16478;Paracetamol 757 mg Loción Frasco 60 mL;Vitaminas;25;72.86;NO
16479;Omeprazol 5 mg/mL Cápsula Tubo 15 g;Antibiotico;182;46.51;SI
16480;Cefalexina 855 mg Inyectable Blíster x30;Antimicotico;46;40.17;NO
16481;Azitromicina 35 mg Crema Frasco 100 mL;Dermocosmetica;155;85.34;SI
16482;Ambroxol 1 mg/mL Ungüento Frasco 60 mL;Vitaminas;83;30.85;NO
16483;Naproxeno 480 mg Loción Frasco 60 mL;Analgesico;225;95.30;SI
16484;Fluconazol 833 mg Tableta Frasco 60 mL;Antibiotico;50;82.65;SI
16485;Ranitidina 510 mg Ungüento Frasco 120 mL;Antiacido;239;86.30;NO
16486;Acetilcisteína 920 mg Jarabe Frasco 100 mL;Dermocosmetica;169;16.37;SI
16487;Amoxicilina 69 mg Cápsula Frasco 100 mL;Vitaminas;51;22.39;NO
16488;Clindamicina 160 mg Ungüento Blíster x30;Antibiotico;234;45.31;SI
16489;Atorvastatina 9 mg/mL Inyectable Frasco 120 mL;Analgesico;215;74.03;SI
16490;Amlodipino 394 mg Suspensión Blíster x20;Antibiotico;15;84.15;NO
16491;Losartán 563 mg Loción Blíster x30;Analgesico;141;15.72;NO
16492;Amlodipino 360 mg Champú Tubo 15 g;Antibiotico;23;95.38;NO
16493;Hidrocortisona 718 mg Gel Frasco 60 mL;Antigripal;44;63.87;SI
16494;Azitromicina 737 mg Tableta Tubo 30 g;Vitaminas;248;34.48;SI
16495;Amoxicilina 986 mg Inyectable Blíster x20;Antigripal;204;6.36;NO
16496;Zinc 947 mg Crema Frasco 60 mL;Vitaminas;103;19.88;NO
16497;Complejo B 679 mg Gel Blíster x20;Antigripal;112;45.11;NO
16498;Capsaicina 244 mg Ungüento Frasco 100 mL;Antimicotico;102;37.60;NO
16499;Cefalexina 156 mg Aerosol Tubo 60 g;Antigripal;93;94.71;SI
16500;Amlodipino 282 mg Ungüento Frasco 120 mL;Antiinflamatorio;114;5.59;NO
16501;Cefalexina 916 mg Cápsula Tubo 15 g;Antimicotico;82;94.94;NO
16502;Amlodipino 167 mg Crema Tubo 15 g;Antigripal;244;46.67;NO
16503;Amlodipino 643 mg Suspensión Frasco 120 mL;Antiacido;209;67.79;NO
16504;Complejo B 528 mg Tableta Frasco 100 mL;Antihistaminico;233;42.19;NO
16505;Metformina 15 mg/mL Solución Blíster x30;Antiacido;190;35.73;SI
16506;Acetilcisteína 11 mg/mL Gel Tubo 60 g;Antibiotico;140;9.32;NO
16507;Vitamina C 9 mg/mL Ungüento Blíster x30;Broncodilatador;186;53.90;SI
16508;Amlodipino 893 mg Loción Frasco 60 mL;Broncodilatador;185;88.64;SI
16509;Ambroxol 672 mg Crema Tubo 30 g;Antigripal;187;74.48;SI
16510;Amlodipino 223 mg Inyectable Blíster x10;Analgesico;18;17.94;SI
16511;Losartán 308 mg Suspensión Frasco 120 mL;Vitaminas;94;49.39;NO
16512;Amlodipino 901 mg Tableta Frasco 60 mL;Antiacido;245;68.34;SI
16513;Clindamicina 1 mg/mL Cápsula Frasco 60 mL;Antiinflamatorio;148;42.57;NO
16514;Paracetamol 69 mg Champú Frasco 120 mL;Dermocosmetica;3;25.74;NO
16515;Hidrocortisona 779 mg Gotas Blíster x20;Antiacido;156;63.19;NO
16516;Complejo B 710 mg Aerosol Blíster x10;Antigripal;176;67.50;NO
16517;Naproxeno 696 mg Solución Frasco 120 mL;Antimicotico;75;27.74;NO
16518;Amoxicilina 930 mg Suspensión Tubo 60 g;Antiinflamatorio;119;94.13;SI
16519;Ketoconazol 588 mg Champú Frasco 120 mL;Dermocosmetica;22;98.56;NO
16520;Hidrocortisona 676 mg Jarabe Blíster x10;Antimicotico;151;92.03;NO
16521;Naproxeno 505 mg Loción Tubo 60 g;Antibiotico;144;54.93;NO
16522;Ketoconazol 851 mg Loción Tubo 15 g;Dermocosmetica;26;38.34;SI
16523;Acetilcisteína 1 mg/mL Champú Frasco 100 mL;Antiinflamatorio;4;8.58;SI
16524;Fluconazol 104 mg Crema Frasco 60 mL;Antihistaminico;46;70.51;NO
16525;Ranitidina 685 mg Cápsula Tubo 30 g;Antihistaminico;16;72.40;NO
16526;Losartán 76 mg Gotas Tubo 15 g;Antiacido;220;29.36;SI
16527;Hierro 4 mg/mL Cápsula Tubo 30 g;Antihistaminico;109;55.43;SI
16528;Metformina 313 mg Crema Blíster x30;Analgesico;170;52.60;NO
16529;Complejo B 402 mg Loción Tubo 15 g;Broncodilatador;143;92.28;SI
16530;Fluconazol 624 mg Inyectable Tubo 15 g;Antigripal;8;72.51;NO
16531;Omeprazol 819 mg Cápsula Frasco 60 mL;Antimicotico;81;87.88;NO
16532;Atorvastatina 10 mg/mL Jarabe Blíster x10;Antigripal;159;50.00;SI
16533;Ibuprofeno 796 mg Loción Tubo 60 g;Antigripal;102;57.51;SI
16534;Paracetamol 17 mg/mL Champú Frasco 100 mL;Broncodilatador;140;67.52;NO
16535;Complejo B 885 mg Inyectable Frasco 120 mL;Antiinflamatorio;68;74.47;NO
16536;Losartán 66 mg Suspensión Tubo 15 g;Antibiotico;94;78.82;SI
16537;Clotrimazol 16 mg Inyectable Tubo 60 g;Antigripal;159;36.27;SI
16538;Dexametasona 256 mg Suspensión Blíster x20;Antimicotico;147;48.42;NO
16539;Complejo B 17 mg/mL Tableta Frasco 60 mL;Antiinflamatorio;130;93.31;NO
16540;Cefalexina 15 mg/mL Aerosol Frasco 60 mL;Antiinflamatorio;157;8.62;NO
16541;Amoxicilina 815 mg Gotas Tubo 15 g;Broncodilatador;179;52.99;NO
16542;Naproxeno 920 mg Crema Frasco 60 mL;Antiinflamatorio;0;75.54;NO
16543;Complejo B 600 mg Suspensión Tubo 15 g;Antiinflamatorio;218;11.55;NO
16544;Diclofenaco 6 mg/mL Aerosol Tubo 60 g;Antiinflamatorio;175;78.14;NO
16545;Ambroxol 695 mg Jarabe Blíster x10;Antiinflamatorio;184;29.36;SI
16546;Paracetamol 948 mg Gel Tubo 60 g;Antiacido;132;91.22;SI
16547;Clindamicina 18 mg/mL Gotas Frasco 60 mL;Antigripal;45;95.14;NO
16548;Diclofenaco 19 mg/mL Suspensión Frasco 100 mL;Antihistaminico;35;70.69;NO
16549;Azitromicina 7 mg/mL Suspensión Frasco 100 mL;Vitaminas;193;5.39;SI
16550;Metformina 4 mg/mL Loción Tubo 30 g;Antiacido;179;22.94;SI
16551;Hidrocortisona 20 mg/mL Suspensión Tubo 15 g;Analgesico;114;7.44;SI
16552;Vitamina C 385 mg Cápsula Blíster x30;Dermocosmetica;87;65.24;NO
16553;Fluconazol 649 mg Gel Blíster x20;Analgesico;163;83.88;NO
16554;Capsaicina 6 mg/mL Aerosol Blíster x30;Antihistaminico;139;63.80;NO
16555;Hierro 858 mg Inyectable Frasco 60 mL;Antiinflamatorio;203;79.96;NO
16556;Amlodipino 400 mg Tableta Tubo 60 g;Vitaminas;117;39.92;SI
16557;Amoxicilina 233 mg Suspensión Frasco 120 mL;Antiinflamatorio;241;54.50;NO
16558;Azitromicina 407 mg Inyectable Tubo 60 g;Vitaminas;44;63.98;NO
16559;Ambroxol 824 mg Loción Frasco 120 mL;Analgesico;219;47.89;SI
16560;Zinc 19 mg/mL Crema Tubo 60 g;Antiacido;114;73.76;SI
16561;Azitromicina 878 mg Gotas Frasco 60 mL;Antimicotico;144;8.95;SI
16562;Vitamina C 6 mg/mL Gotas Blíster x10;Analgesico;228;67.73;SI
16563;Metformina 219 mg Solución Blíster x10;Antigripal;236;10.49;SI
16564;Losartán 295 mg Champú Frasco 100 mL;Analgesico;199;41.32;SI
16565;Amlodipino 935 mg Solución Blíster x10;Antiinflamatorio;61;55.52;SI
16566;Fluconazol 826 mg Ungüento Tubo 30 g;Antibiotico;106;17.13;SI
16567;Clindamicina 614 mg Solución Blíster x30;Antigripal;70;78.97;NO
16568;Salbutamol 350 mg Cápsula Blíster x10;Antimicotico;17;54.19;NO
16569;Paracetamol 725 mg Ungüento Tubo 15 g;Broncodilatador;110;95.15;SI
16570;Hierro 714 mg Gel Tubo 30 g;Antigripal;209;35.52;SI
16571;Loratadina 611 mg Suspensión Frasco 100 mL;Antigripal;56;12.46;SI
16572;Ranitidina 20 mg/mL Gel Frasco 60 mL;Antiinflamatorio;7;30.16;SI
16573;Acetilcisteína 677 mg Ungüento Frasco 120 mL;Antibiotico;178;63.81;SI
16574;Amoxicilina 970 mg Ungüento Blíster x20;Vitaminas;146;19.04;SI
16575;Clotrimazol 965 mg Solución Blíster x10;Antihistaminico;57;43.02;NO
16576;Capsaicina 65 mg Champú Frasco 100 mL;Antihistaminico;132;86.72;NO
16577;Complejo B 98 mg Ungüento Frasco 100 mL;Antiacido;154;24.93;SI
16578;Azitromicina 20 mg Inyectable Blíster x30;Antigripal;235;93.67;SI
16579;Vitamina C 4 mg/mL Ungüento Tubo 30 g;Analgesico;91;29.18;NO
16580;Complejo B 391 mg Ungüento Frasco 120 mL;Vitaminas;46;28.45;SI
16581;Dexametasona 339 mg Ungüento Blíster x20;Antimicotico;5;26.98;NO
16582;Clindamicina 5 mg/mL Suspensión Frasco 100 mL;Antibiotico;99;17.84;SI
16583;Amoxicilina 709 mg Solución Frasco 100 mL;Antiinflamatorio;144;10.07;NO
16584;Zinc 858 mg Tableta Frasco 60 mL;Analgesico;48;37.06;SI
16585;Ketoconazol 85 mg Solución Tubo 15 g;Antimicotico;209;63.37;NO
16586;Loratadina 412 mg Champú Blíster x20;Broncodilatador;133;68.89;NO
16587;Omeprazol 807 mg Suspensión Blíster x30;Antimicotico;124;89.68;NO
16588;Ketoconazol 681 mg Champú Blíster x10;Dermocosmetica;42;87.48;SI
16589;Acetilcisteína 314 mg Solución Blíster x20;Antiinflamatorio;138;5.82;NO
16590;Vitamina C 121 mg Champú Frasco 100 mL;Antigripal;4;92.49;NO
16591;Acetilcisteína 685 mg Inyectable Tubo 15 g;Dermocosmetica;77;91.57;NO
16592;Amlodipino 551 mg Solución Blíster x20;Antiinflamatorio;141;38.42;NO
16593;Zinc 86 mg Ungüento Tubo 60 g;Analgesico;191;20.18;SI
16594;Amlodipino 87 mg Suspensión Frasco 60 mL;Antihistaminico;187;15.51;NO
16595;Omeprazol 651 mg Aerosol Blíster x10;Dermocosmetica;83;48.05;SI
16596;Hierro 906 mg Inyectable Frasco 120 mL;Antiinflamatorio;98;81.87;NO
16597;Losartán 447 mg Crema Tubo 15 g;Antibiotico;237;30.82;NO
16598;Hierro 814 mg Suspensión Blíster x30;Dermocosmetica;240;60.52;NO
16599;Diclofenaco 412 mg Crema Tubo 60 g;Broncodilatador;95;62.45;NO
16600;Dexametasona 88 mg Solución Tubo 60 g;Antihistaminico;21;65.14;NO
16601;Atorvastatina 725 mg Aerosol Frasco 100 mL;Analgesico;43;35.71;SI
16602;Atorvastatina 716 mg Gel Tubo 15 g;Antihistaminico;140;79.73;NO
16603;Hidrocortisona 11 mg/mL Loción Frasco 120 mL;Antibiotico;144;67.89;NO
16604;Fluconazol 619 mg Gel Frasco 100 mL;Dermocosmetica;45;5.10;NO
16605;Diclofenaco 354 mg Jarabe Tubo 60 g;Antiinflamatorio;94;23.13;NO
16606;Zinc 667 mg Inyectable Blíster x10;Antibiotico;187;60.26;SI
16607;Atorvastatina 14 mg/mL Champú Tubo 30 g;Dermocosmetica;134;34.48;NO
16608;Zinc 573 mg Inyectable Tubo 15 g;Antibiotico;69;9.26;NO
16609;Paracetamol 5 mg/mL Solución Tubo 15 g;Antimicotico;164;12.20;NO
16610;Clindamicina 964 mg Crema Blíster x20;Antibiotico;158;29.10;SI
16611;Paracetamol 475 mg Aerosol Blíster x30;Antibiotico;198;78.04;NO
16612;Hierro 494 mg Crema Frasco 60 mL;Antiinflamatorio;182;47.86;SI
16613;Dexametasona 978 mg Jarabe Blíster x10;Antiinflamatorio;24;84.36;SI
16614;Ranitidina 985 mg Champú Tubo 15 g;Antibiotico;62;91.80;SI
16615;Amlodipino 5 mg/mL Gotas Frasco 120 mL;Dermocosmetica;28;48.77;NO
16616;Ranitidina 14 mg/mL Crema Tubo 60 g;Antiinflamatorio;161;9.25;SI
16617;Naproxeno 994 mg Ungüento Tubo 60 g;Antihistaminico;145;4.99;NO
16618;Ketoconazol 146 mg Cápsula Frasco 60 mL;Vitaminas;58;28.62;SI
16619;Zinc 13 mg/mL Champú Blíster x30;Antiacido;27;63.51;SI
16620;Losartán 11 mg/mL Jarabe Tubo 30 g;Broncodilatador;186;95.63;NO
16621;Salbutamol 475 mg Gotas Blíster x10;Dermocosmetica;190;53.82;NO
16622;Naproxeno 29 mg Aerosol Frasco 120 mL;Antiinflamatorio;20;56.49;NO
16623;Amlodipino 39 mg Loción Tubo 60 g;Antibiotico;89;43.37;SI
16624;Atorvastatina 1 mg/mL Loción Tubo 15 g;Broncodilatador;199;22.42;NO
16625;Dexametasona 889 mg Ungüento Frasco 60 mL;Analgesico;84;70.60;NO
16626;Complejo B 29 mg Champú Tubo 15 g;Dermocosmetica;47;57.99;NO
16627;Amlodipino 116 mg Gel Tubo 15 g;Dermocosmetica;137;44.37;NO
16628;Zinc 241 mg Crema Frasco 60 mL;Antihistaminico;114;72.13;NO
16629;Clindamicina 61 mg Gotas Frasco 120 mL;Vitaminas;75;16.04;SI
16630;Clotrimazol 472 mg Loción Blíster x10;Antigripal;129;45.32;SI
16631;Ibuprofeno 414 mg Ungüento Blíster x10;Analgesico;99;90.07;NO
16632;Fluconazol 805 mg Suspensión Tubo 60 g;Antihistaminico;32;74.35;SI
16633;Vitamina C 241 mg Aerosol Frasco 100 mL;Broncodilatador;124;83.10;NO
16634;Acetilcisteína 306 mg Crema Blíster x10;Antibiotico;199;49.73;NO
16635;Hidrocortisona 616 mg Crema Tubo 15 g;Antiacido;139;63.58;NO
16636;Cefalexina 1 mg/mL Ungüento Frasco 120 mL;Antiacido;134;57.33;NO
16637;Complejo B 479 mg Loción Blíster x10;Antibiotico;28;30.11;SI
16638;Hierro 809 mg Suspensión Frasco 100 mL;Antibiotico;92;64.04;NO
16639;Amlodipino 485 mg Loción Frasco 100 mL;Analgesico;40;76.03;NO
16640;Vitamina C 535 mg Loción Tubo 30 g;Dermocosmetica;167;86.62;NO
16641;Capsaicina 614 mg Solución Frasco 120 mL;Antimicotico;237;24.24;NO
16642;Losartán 69 mg Cápsula Frasco 100 mL;Analgesico;184;87.87;NO
16643;Capsaicina 442 mg Cápsula Tubo 60 g;Vitaminas;225;80.91;SI
16644;Metformina 9 mg/mL Gotas Frasco 60 mL;Antiacido;221;28.73;SI
16645;Loratadina 926 mg Crema Tubo 60 g;Antigripal;96;98.77;NO
16646;Acetilcisteína 6 mg/mL Loción Blíster x10;Antiacido;214;53.01;NO
16647;Atorvastatina 699 mg Gotas Tubo 15 g;Analgesico;101;25.80;NO
16648;Ibuprofeno 157 mg Ungüento Frasco 100 mL;Analgesico;136;59.03;NO
16649;Acetilcisteína 654 mg Crema Tubo 15 g;Antiacido;231;85.97;SI
16650;Paracetamol 664 mg Suspensión Blíster x20;Broncodilatador;14;25.73;SI
16651;Clindamicina 490 mg Jarabe Frasco 60 mL;Antiinflamatorio;4;91.20;SI
